file_id,score_unmask,score_silence
spoof_00000_Llasa-1B-Multilingual.wav,0.9980334639549255,0.9998025298118591
spoof_00001_Gemini-3.1-Flash-TTS.wav,0.9970141649246216,0.9996496438980103
spoof_00002_Kyutai-TTS.wav,0.992256760597229,0.9997557997703552
spoof_00004_Kyutai-TTS.wav,0.9740498661994934,0.9736421704292297
spoof_00005_Index-TTS-1.5.wav,0.9997819066047668,0.999812662601471
spoof_00007_Llasa-1B.wav,0.8835173845291138,0.7298262119293213
spoof_00009_ElevenLabs-v3.wav,0.9998476505279541,0.9996021389961243
spoof_00012_LongCat-AudioDiT.wav,0.5909737944602966,0.9998014569282532
spoof_00014_LuxTTS.wav,0.6858131289482117,0.7299599647521973
spoof_00015_Index-TTS-1.5.wav,0.9969015121459961,0.9998747110366821
spoof_00016_Llasa-1B.wav,0.9891232848167419,0.9907678961753845
spoof_00017_Llasa-1B-Multilingual.wav,0.9814355969429016,0.9990063309669495
spoof_00020_Gemini-3.1-Flash-TTS.wav,0.9978829026222229,0.9999532699584961
spoof_00021_ElevenLabs-Turbo-v2.5.wav,0.9634014368057251,0.9996860027313232
spoof_00023_GLM-TTS.wav,0.9998544454574585,0.999815046787262
spoof_00025_Maya1_TTS.wav,0.9113032221794128,0.9998364448547363
spoof_00028_LongCat-AudioDiT.wav,0.9648159742355347,0.9995114803314209
spoof_00030_Mars5.wav,0.9978179931640625,0.9833826422691345
spoof_00032_Hume_TADA-3B-ML.wav,0.8312804102897644,0.9997745156288147
spoof_00036_Kani-TTS-370M.wav,0.9606354832649231,0.8950872421264648
spoof_00037_Kyutai-TTS.wav,0.9916096329689026,0.8569068908691406
spoof_00040_GLM-TTS.wav,0.9600415825843811,0.9729889631271362
spoof_00041_LuxTTS.wav,0.8911716938018799,0.9998493194580078
spoof_00042_ChatTTS.wav,0.9977937936782837,0.9995527863502502
spoof_00043_Edge-TTS.wav,0.9968094229698181,0.9998074173927307
spoof_00044_Hume_TADA-3B-ML.wav,0.8545655608177185,0.9998750686645508
spoof_00045_Cartesia.ai_(Sonic-3).wav,0.8201464414596558,0.8637782335281372
spoof_00046_Llasa-3B.wav,0.8135421276092529,0.9998655319213867
spoof_00047_LFM2.5-Audio.wav,0.9990391731262207,0.9999392032623291
spoof_00048_MOSS-TTS-1.7B.wav,0.887304425239563,0.38443779945373535
spoof_00049_MOSS-TTS-8B.wav,0.8280482292175293,0.871799111366272
spoof_00050_MOSS-TTS-1.7B.wav,0.5081110000610352,0.997010350227356
spoof_00051_Llasa-3B.wav,0.9918014407157898,0.9989784955978394
spoof_00052_Llasa-8B.wav,0.6858585476875305,0.9998144507408142
spoof_00056_ElevenLabs-v2-Multilingual.wav,0.9793242812156677,0.9998049139976501
spoof_00057_Kani-TTS-370M.wav,0.5160043835639954,0.915007472038269
spoof_00058_GLM-TTS.wav,0.9842787384986877,0.9998036026954651
spoof_00059_DeepGram.wav,0.8736993074417114,0.9975929856300354
spoof_00060_Indri-TTS-0.1.wav,0.9788140654563904,0.9395246505737305
spoof_00062_LEMAS-TTS.wav,0.9996015429496765,0.9998822212219238
spoof_00063_ElevenLabs-v3.wav,0.9995543360710144,0.9997513890266418
spoof_00064_Kyutai-TTS.wav,0.9987383484840393,0.9997710585594177
spoof_00065_Chatterbox.wav,0.8721466064453125,0.9998691082000732
spoof_00066_KugelAudio.wav,0.962318480014801,0.9998871088027954
spoof_00067_MegaTTS3.wav,0.9738227128982544,0.999796450138092
spoof_00068_Kitten-TTS-Nano-0.1.wav,0.9992914199829102,0.9984480142593384
spoof_00070_MatchaTTS.wav,0.9960479140281677,0.9850184321403503
spoof_00071_Kitten-TTS-Nano-0.2.wav,0.9992150068283081,0.9998310804367065
spoof_00072_MegaTTS3.wav,0.9998354911804199,0.9998956918716431
spoof_00073_Kitten-TTS-Nano-0.2.wav,0.997825562953949,0.999812662601471
spoof_00074_FishTTS.wav,0.9996194839477539,0.9998055100440979
spoof_00075_Index-TTS-2.0.wav,0.9898607730865479,0.8883539438247681
spoof_00076_Chatterbox-Turbo.wav,0.8537601232528687,0.9979696869850159
spoof_00077_Chatterbox-Turbo.wav,0.9990084767341614,0.9965333938598633
spoof_00079_Cartesia.ai_(Sonic-3).wav,0.9223226308822632,0.9984883069992065
spoof_00080_KugelAudio.wav,0.8396204710006714,0.9678626656532288
spoof_00082_Maya1_TTS.wav,0.9998074173927307,0.9997729659080505
spoof_00083_Llasa-1B.wav,0.9982091188430786,0.9996914863586426
spoof_00084_LongCat-AudioDiT.wav,0.9892394542694092,0.9997740387916565
spoof_00085_Cartesia.ai_(Sonic-3).wav,0.9518238306045532,0.9998026490211487
spoof_00086_Higgs-Audio-V2.wav,0.9990963935852051,0.9995494484901428
spoof_00087_ChatTTS.wav,0.9982559084892273,0.999903678894043
spoof_00089_MOSS-TTS-1.7B.wav,0.9953736662864685,0.9999768733978271
spoof_00090_ElevenLabs-v3.wav,0.6150400042533875,0.9058648943901062
spoof_00091_Cartesia.ai_(Sonic-3).wav,0.9992074370384216,0.9981040954589844
spoof_00094_Marvis-TTS.wav,0.9995699524879456,0.9990530610084534
spoof_00095_FireRedTTS-2.0.wav,0.3993391692638397,0.9943006038665771
spoof_00097_DeepGram.wav,0.8379752039909363,0.999963641166687
spoof_00100_Fish-S2-Pro.wav,0.9994683861732483,0.9990284442901611
spoof_00101_ElevenLabs-v2-Multilingual.wav,0.9998648166656494,0.9964436888694763
spoof_00102_LFM2.5-Audio.wav,0.9999099969863892,0.9978869557380676
spoof_00103_LEMAS-TTS.wav,0.9690268039703369,0.39163434505462646
spoof_00104_ElevenLabs-Turbo-v2.5.wav,0.9830218553543091,0.9993212223052979
spoof_00105_Kitten-TTS-Nano-0.1.wav,0.9963706731796265,0.9970824122428894
spoof_00106_LFM2.5-Audio.wav,0.9984543323516846,0.997760534286499
spoof_00107_Llasa-1B.wav,0.9994613528251648,0.9998993873596191
spoof_00108_Marvis-TTS.wav,0.9960705041885376,0.9967644214630127
