tag,file_id,base_logit,aug_logit,base_prob,aug_prob
mlaad_cal on asv19+bark,wavs/spoof_01750.wav,7.326084613800049,3.3413383960723877,0.9993422627449036,0.9658200740814209
mlaad_cal on asv19+bark,wavs/spoof_01228.wav,8.239864349365234,6.133804798126221,0.9997361302375793,0.9978364109992981
mlaad_cal on asv19+bark,wavs/spoof_01788.wav,4.750428676605225,11.906664848327637,0.9914261102676392,0.9999932050704956
mlaad_cal on asv19+bark,wavs/spoof_00116.wav,6.934882640838623,5.522680759429932,0.9990277290344238,0.9960207343101501
mlaad_cal on asv19+bark,wavs/spoof_01468.wav,2.3150815963745117,7.916193008422852,0.9101184606552124,0.9996353387832642
mlaad_cal on asv19+bark,wavs/spoof_01104.wav,8.495399475097656,3.066119909286499,0.9997956156730652,0.9554733633995056
mlaad_cal on asv19+bark,wavs/spoof_01628.wav,3.728954553604126,0.5067258477210999,0.9765453934669495,0.6240386366844177
mlaad_cal on asv19+bark,wavs/spoof_01808.wav,3.6816203594207764,8.531044006347656,0.9754364490509033,0.9998027682304382
mlaad_cal on asv19+bark,wavs/spoof_00186.wav,5.597647190093994,6.427252292633057,0.9963071346282959,0.9983857870101929
mlaad_cal on asv19+bark,wavs/spoof_00272.wav,4.706585884094238,6.448024272918701,0.9910452961921692,0.9984188079833984
mlaad_cal on asv19+bark,wavs/spoof_01103.wav,3.9320340156555176,6.534777641296387,0.9807732105255127,0.9985499978065491
mlaad_cal on asv19+bark,wavs/spoof_00749.wav,6.15175199508667,5.625933647155762,0.9978747367858887,0.9964097142219543
mlaad_cal on asv19+bark,wavs/spoof_00661.wav,8.698369979858398,11.40383243560791,0.9998331069946289,0.9999887943267822
mlaad_cal on asv19+bark,wavs/spoof_00940.wav,9.654030799865723,10.272244453430176,0.9999358654022217,0.9999654293060303
mlaad_cal on asv19+bark,wavs/spoof_01638.wav,6.282891273498535,3.2772932052612305,0.9981354475021362,0.9636415839195251
mlaad_cal on asv19+bark,wavs/spoof_00201.wav,2.638528347015381,0.6394729018211365,0.9333004355430603,0.6546342968940735
mlaad_cal on asv19+bark,wavs/spoof_01559.wav,6.9865193367004395,4.628044128417969,0.9990766048431396,0.9903207421302795
mlaad_cal on asv19+bark,wavs/spoof_01525.wav,11.131292343139648,3.6167964935302734,0.9999853372573853,0.9738344550132751
mlaad_cal on asv19+bark,wavs/spoof_00989.wav,3.937638759613037,5.311095714569092,0.9808785915374756,0.9950878024101257
