model,stimulus,file,logit,prob
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_000.wav,9.756038665771484,0.9999420642852783
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_001.wav,6.230794906616211,0.9980359673500061
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_002.wav,1.3042646646499634,0.7865517735481262
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_003.wav,0.2743675410747528,0.5681648254394531
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_004.wav,1.3343760967254639,0.7915636301040649
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_005.wav,1.3568050861358643,0.7952399849891663
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_000.wav,3.907240152359009,0.9803000688552856
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_001.wav,-0.6864113807678223,0.3348318636417389
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_002.wav,0.6323519945144653,0.6530225872993469
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_003.wav,1.6853824853897095,0.8436159491539001
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_004.wav,10.070520401000977,0.9999576807022095
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_005.wav,-1.4563268423080444,0.1890297681093216
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_000.wav,-0.6245750188827515,0.34874165058135986
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_001.wav,6.333436965942383,0.9982272982597351
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_002.wav,-1.4713541269302368,0.18673686683177948
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_003.wav,-1.28139066696167,0.21731361746788025
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_004.wav,2.3513219356536865,0.9130392074584961
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_005.wav,0.2866205871105194,0.5711686015129089
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_000.wav,2.6256818771362305,0.9324963092803955
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_001.wav,5.987179279327393,0.9974954724311829
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_002.wav,-0.1520877629518509,0.4620511531829834
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_003.wav,3.6467695236206055,0.9745873808860779
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_004.wav,1.942807674407959,0.874660313129425
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_005.wav,-1.6060504913330078,0.16713766753673553
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_000.wav,-0.546389102935791,0.36670252680778503
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_001.wav,-0.826605498790741,0.30436331033706665
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_002.wav,-0.4885101020336151,0.38024458289146423
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_003.wav,2.2250094413757324,0.902472972869873
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_004.wav,0.9667444229125977,0.7244701385498047
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_005.wav,-0.529002845287323,0.37074950337409973
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_000.wav,1.3054457902908325,0.786750078201294
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_001.wav,-0.12866511940956116,0.4678780436515808
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_002.wav,1.2316038608551025,0.7740991711616516
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_003.wav,4.753542900085449,0.9914525747299194
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_004.wav,3.722984552383423,0.9764083027839661
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_6_005.wav,3.731549024581909,0.9766047596931458
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_000.wav,1.8587380647659302,0.865149736404419
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_001.wav,2.596243381500244,0.9306194186210632
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_002.wav,0.3283312916755676,0.5813533067703247
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_003.wav,-1.421330213546753,0.1944531351327896
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_004.wav,-0.23261386156082153,0.4421073794364929
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_7_005.wav,1.8330010175704956,0.8621188998222351
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_000.wav,-0.6239955425262451,0.3488732874393463
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_001.wav,-0.46905189752578735,0.3848406970500946
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_002.wav,-1.3484222888946533,0.20612841844558716
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_003.wav,-0.7072539925575256,0.33020585775375366
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_004.wav,2.6612586975097656,0.9347015619277954
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_005.wav,0.8785263299942017,0.7065168023109436
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_000.wav,-0.2535272538661957,0.4369555115699768
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_001.wav,-2.71593976020813,0.062039315700531006
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_002.wav,-1.05803644657135,0.2576848864555359
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_003.wav,2.0304079055786133,0.8839529156684875
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_004.wav,-7.693210124969482,0.0004557044885586947
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_005.wav,-0.9942473769187927,0.27007395029067993
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_000.wav,-1.3831367492675781,0.20050568878650665
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_001.wav,0.6101574301719666,0.6479766964912415
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_002.wav,1.0219779014587402,0.7353577017784119
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_003.wav,-1.5316801071166992,0.17774799466133118
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_004.wav,-0.3713880777359009,0.40820562839508057
asv19,laugh_bark,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_005.wav,3.2961745262145996,0.964297354221344
asv19,laugh_bark_probe,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_000.wav,8.4736328125,0.9997912049293518
asv19,laugh_bark_probe,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_001.wav,4.82703971862793,0.9920535087585449
asv19,laugh_bark_probe,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_002.wav,1.5528196096420288,0.8253206014633179
