file,position,system_id,l2_shift,cos_base_aug,proj_along_w_base,proj_along_w_aug,delta_along_w,orth_to_w_base,orth_to_w_aug,delta_orth_to_w,cos_dist_to_bona_base,cos_dist_to_bona_aug,delta_cos_dist_to_bona,score_base,score_aug,delta_score
spoof_50406.wav,start,A07,35.1546516418457,0.5174554586410522,28.452234268188477,18.914541244506836,-9.53769302368164,20.881540298461914,30.93193817138672,10.050397872924805,0.9903056379407644,0.9587260186672211,-0.03157961927354336,0.9967060685157776,0.981563687324524,-0.015142381191253551
spoof_36748.wav,mid,A14,53.96442413330078,0.5558055639266968,20.1884765625,24.146656036376953,3.958179473876953,37.664730072021484,59.67300033569336,22.008270263671875,1.0040598958730698,1.0521389693021774,0.048079073429107666,0.9515572190284728,0.1441423743963241,-0.8074148446321487
spoof_43936.wav,end,A18,94.44577026367188,0.2749820351600647,7.527431964874268,25.17842674255371,17.650994777679443,66.63101959228516,83.75531005859375,17.124290466308594,1.0284516382962465,1.0104413963854313,-0.01801024191081524,0.871441125869751,0.9978095889091492,0.1263684630393982
spoof_62787.wav,start,A19,30.416303634643555,0.6575896739959717,23.78830337524414,13.238065719604492,-10.550237655639648,22.73443603515625,36.96321105957031,14.228775024414062,0.9117960035800934,0.9163177832961082,0.004521779716014862,0.9866237044334412,0.956155002117157,-0.03046870231628418
spoof_53842.wav,mid,A14,93.73504638671875,0.14018987119197845,23.354610443115234,17.966020584106445,-5.388589859008789,25.83551788330078,90.27379608154297,64.43827819824219,0.9470767341554165,1.0458212159574032,0.0987444818019867,0.7893531322479248,0.5472066402435303,-0.24214649200439453
spoof_43447.wav,mid,A15,134.28231811523438,-0.03218027204275131,10.04312515258789,48.05860900878906,38.01548385620117,30.333986282348633,120.14566040039062,89.81167411804199,1.0020296522416174,1.079077661037445,0.07704800879582763,0.9843557476997375,0.1992505043745041,-0.7851052433252335
spoof_52493.wav,mid,A18,110.66523742675781,0.20575815439224243,18.040973663330078,44.12266159057617,26.081687927246094,22.84064292907715,103.94902801513672,81.10838508605957,1.0099936909973621,1.0791405737400055,0.06914688274264336,0.982105016708374,0.7935085892677307,-0.1885964274406433
spoof_36093.wav,mid,A16,127.5997543334961,0.16625888645648956,34.42244338989258,38.40655517578125,3.984111785888672,26.50251007080078,121.49053955078125,94.98802947998047,0.9494994394481182,1.0682866126298904,0.11878717318177223,0.999714195728302,0.1929654330015182,-0.8067487627267838
spoof_46968.wav,end,A13,117.91423034667969,0.4430031180381775,41.63484573364258,45.94095993041992,4.306114196777344,32.071327209472656,123.07906341552734,91.00773620605469,0.9746126681566238,1.0799563974142075,0.10534372925758362,0.99971204996109,0.2380919456481933,-0.7616201043128967
spoof_43013.wav,end,A13,79.3341064453125,0.28391820192337036,29.97149085998535,23.67827796936035,-6.293212890625,24.12569236755371,77.62741088867188,53.501718521118164,0.9609059169888496,1.0426723584532738,0.08176644146442413,0.9999747276306152,0.8293057680130005,-0.17066895961761475
spoof_70445.wav,mid,A17,88.59371185302734,0.5753518342971802,20.56066131591797,35.17472839355469,14.614067077636719,54.73908615112305,102.3425064086914,47.60342025756836,1.027219045907259,1.0896239131689072,0.06240486726164818,0.9983867406845092,0.9017583727836608,-0.09662836790084839
spoof_37061.wav,mid,A09,88.43122863769531,-0.062674880027771,19.211166381835938,27.54692840576172,8.335762023925781,26.394073486328125,75.28276062011719,48.88868713378906,1.0061646709218621,1.0173947885632515,0.01123011764138937,0.996277391910553,0.8844136595726013,-0.11186373233795166
spoof_13160.wav,end,A12,104.985107421875,0.1262471079826355,36.8682861328125,18.172758102416992,-18.695528030395508,35.11408233642578,96.77387237548828,61.6597900390625,0.9434421882033348,1.0744658708572388,0.13102368265390396,0.9997416138648988,0.4266650676727295,-0.5730765461921693
spoof_69457.wav,mid,A14,130.73377990722656,0.12723340094089508,24.408048629760742,47.314064025878906,22.906015396118164,22.3107967376709,121.89954376220703,99.58874702453613,0.9835214409977198,1.0784774646162987,0.09495602361857891,0.997913897037506,0.1899683177471161,-0.8079455792903899
spoof_20650.wav,end,A11,59.003421783447266,0.5296493768692017,33.637840270996094,35.2124137878418,1.5745735168457031,25.13548469543457,59.66507339477539,34.52958869934082,0.9959290786646307,1.0135769359767437,0.017647857312113047,0.9238935708999634,0.9956821203231812,0.07178854942321777
spoof_09235.wav,end,A07,66.45588684082031,0.11315450072288513,27.8570499420166,18.293659210205078,-9.563390731811523,30.78501319885254,53.7744140625,22.98940086364746,1.0061292508617043,0.986367529258132,-0.01976172160357237,0.9921552538871764,0.9168714284896852,-0.07528382539749123
spoof_36369.wav,start,A11,68.51851654052734,-0.02571503445506096,18.02490997314453,29.16693878173828,11.14202880859375,40.212947845458984,42.25784683227539,2.0448989868164062,1.0712543800473213,0.9962730146944523,-0.07498136535286903,0.9660946130752563,0.9874888062477112,0.021394193172454834
spoof_08509.wav,mid,A19,108.98068237304688,0.10304609686136246,-5.015776634216309,31.527969360351562,36.54374599456787,29.70797348022461,103.17427062988281,73.4662971496582,0.9935888722538948,1.0523186028003693,0.05872973054647446,0.4078330099582672,0.785385012626648,0.37755200266838074
spoof_16018.wav,mid,A15,129.88284301757812,0.07604159414768219,15.525039672851562,37.828224182128906,22.303184509277344,32.42973327636719,121.83362579345703,89.40389251708984,1.007690418511629,1.06792401522398,0.060233596712350845,0.9994131326675416,0.2078111469745636,-0.791601985692978
spoof_15549.wav,mid,A18,113.41215515136719,0.12104636430740356,-9.957216262817383,38.16465759277344,48.12187385559082,31.273096084594727,105.940185546875,74.66708946228027,1.0096755465492606,1.065284788608551,0.05560924205929041,0.936038851737976,0.9150535464286804,-0.020985305309295543
spoof_33761.wav,mid,A12,131.38951110839844,0.21115073561668396,41.4770393371582,45.283843994140625,3.806804656982422,25.362300872802734,124.7985610961914,99.43626022338867,0.9341884106397629,1.0975408554077148,0.16335244476795197,0.9979581832885742,0.2238069176673889,-0.7741512656211853
spoof_05288.wav,end,A17,38.6235466003418,0.3564322888851166,12.202604293823242,13.006543159484863,0.8039388656616211,31.321741104125977,31.913301467895508,0.5915603637695312,0.9467694461345673,0.9461333900690079,-0.0006360560655593872,0.991036295890808,0.904130220413208,-0.08690607547759999
spoof_53208.wav,end,A17,114.86272430419922,-0.1271374225616455,24.322519302368164,8.351905822753906,-15.970613479614258,22.258541107177734,105.58744812011719,83.32890701293945,0.9773583766072989,1.065188467502594,0.08783009089529514,0.9996150732040404,0.7360373139381409,-0.26357775926589955
spoof_31831.wav,end,A07,37.394989013671875,0.2857317328453064,23.19643783569336,3.337545871734619,-19.85889196395874,23.645305633544922,29.0416316986084,5.396326065063477,0.9683599211275578,0.9771724548190832,0.00881253369152546,0.7703768610954285,0.8200613856315613,0.04968452453613281
spoof_27870.wav,start,A09,129.68238830566406,0.15835291147232056,19.708850860595703,39.268089294433594,19.55923843383789,26.8211669921875,124.68225860595703,97.86109161376953,0.9990460872650146,1.0773303732275963,0.07828428596258163,0.9995511174201964,0.1955422908067703,-0.8040088266134261
spoof_18623.wav,end,A17,113.39994049072266,0.028983701020479202,20.37103271484375,21.836406707763672,1.4653739929199219,35.38465881347656,104.73239135742188,69.34773254394531,0.935369536280632,1.0410360246896744,0.10566648840904236,0.999775230884552,0.990796685218811,-0.008978545665740967
spoof_50326.wav,mid,A07,104.34081268310547,-0.008122483268380165,25.93341064453125,33.832420349121094,7.899009704589844,22.06744956970215,92.3496322631836,70.28218269348145,0.9951046062633395,1.0778664946556091,0.08276188839226961,0.9524101614952089,0.5763416886329651,-0.37606847286224376
spoof_54471.wav,start,A07,129.00413513183594,0.05681334435939789,22.227022171020508,43.637840270996094,21.410818099975586,31.77476692199707,117.41400146484375,85.63923454284668,1.0407906211912632,1.041751965880394,0.0009613446891307831,0.997220516204834,0.3209554255008697,-0.6762650907039642
spoof_01938.wav,start,A09,30.390167236328125,0.6958400011062622,31.039888381958008,11.732990264892578,-19.30689811706543,28.71787452697754,25.785078048706055,-2.9327964782714844,0.9858578993007541,0.9590986706316471,-0.02675922866910696,0.9986326098442078,0.9839398860931396,-0.014692723751068115
spoof_46629.wav,start,A08,83.17925262451172,-0.1588587462902069,14.094969749450684,24.294153213500977,10.199183464050293,32.11520767211914,65.71051788330078,33.59531021118164,0.9782074950635433,1.0505681782960892,0.07236068323254585,0.9992714524269104,0.0636669024825096,-0.9356045499444008
spoof_48766.wav,mid,A17,96.69741821289062,0.5798009037971497,23.63979721069336,38.96080017089844,15.321002960205078,77.94229888916016,110.9122314453125,32.969932556152344,1.057603046298027,1.070241555571556,0.012638509273529053,0.920441746711731,0.6719508767127991,-0.24849086999893188
spoof_43448.wav,start,A09,82.50093841552734,-0.2740221917629242,26.095327377319336,-3.7583208084106445,-29.85364818572998,20.533466339111328,66.86522674560547,46.33176040649414,1.0017433834727854,1.0215966142714024,0.019853230798617005,0.9998505115509032,0.2812244594097137,-0.7186260521411896
spoof_03741.wav,end,A17,95.28021240234375,0.02060036174952984,7.4592390060424805,34.86751937866211,27.40828037261963,33.3042106628418,82.60657501220703,49.302364349365234,0.9763339832425117,1.0457642897963524,0.06943030655384064,0.9978522062301636,0.98981374502182,-0.008038461208343617
spoof_49319.wav,start,A13,114.75990295410156,0.17442037165164948,19.750957489013672,29.1596622467041,9.40870475769043,32.45133972167969,111.36397552490234,78.91263580322266,1.0167565792798996,1.0903504267334938,0.07359384745359421,0.999897003173828,0.9714946746826172,-0.028402328491210826
spoof_28421.wav,start,A16,66.26417541503906,0.32754069566726685,31.04672622680664,6.470070838928223,-24.576655387878418,57.68568801879883,44.651153564453125,-13.034534454345703,1.0101672811433673,0.9606621339917183,-0.049505147151649,0.9844236969947816,0.9104469418525696,-0.07397675514221203
