system,label,rms,s_along,s_orth,logit,vel_entropy_L12,vel_entropy_L9,mu_norm_L12,rog_L12,vel_mean_L12,vel_mean_L0,rog_L0
Cartesia.ai (Sonic-3)|en,1,0.03333224,5.998739242553711,22.309003829956055,8.721595764160156,2.7377760284846757,2.646721928768864,4.0694499015808105,10.742870330810549,6.811818599700928,4.765525817871094,5.438748836517334
Cartesia.ai (Sonic-3)|en,1,0.05025249,8.842740058898926,29.028810501098633,7.198163032531738,2.803389069302567,2.776171825559899,4.0781073570251465,10.898724555969238,6.577602863311768,4.5641045570373535,5.432097434997559
Cartesia.ai (Sonic-3)|en,1,0.05805353,4.489936351776123,23.739643096923828,6.777626037597656,2.779823574745717,2.833240765646192,3.919198989868164,10.442434310913086,7.2745680809021,5.063505172729492,5.4157257080078125
Cartesia.ai (Sonic-3)|en,1,0.1853064,2.7445383071899414,24.78179931640625,6.360211372375488,2.8409269593986446,2.879286996085914,4.0594635009765625,10.724427223205566,6.835408687591553,4.89463472366333,5.494629383087158
Cartesia.ai (Sonic-3)|en,1,0.046334125,7.523643970489502,34.492427825927734,8.846752166748047,2.703846144179701,2.8108972131176317,4.134735107421875,10.44327163696289,5.899084091186523,4.225550174713135,5.19834041595459
Cartesia.ai (Sonic-3)|en,1,0.050419185,7.206027030944824,22.943626403808594,6.623241424560547,2.7761523921169533,2.790101201189122,3.675711154937744,11.236534118652344,7.688324928283691,5.284543037414551,5.548660755157471
Cartesia.ai (Sonic-3)|en,1,0.0493524,9.362189292907715,24.026535034179688,11.282833099365234,2.869412902509231,2.8546964274282223,3.890571594238281,10.92006492614746,7.526667594909668,4.807841300964356,5.531351566314697
Cartesia.ai (Sonic-3)|en,1,0.106691174,5.043033599853516,28.072837829589844,6.292600154876709,2.870513811313171,2.745804278466093,3.6855974197387695,10.518922805786133,5.814670562744141,4.52871561050415,5.356709003448486
Cartesia.ai (Sonic-3)|en,1,0.02957142,8.222381591796875,22.946077346801758,6.7449164390563965,2.673101869039764,2.747989023701125,4.170731067657471,10.776185989379885,6.5004706382751465,4.734828472137451,5.471140861511231
Cartesia.ai (Sonic-3)|en,1,0.13311706,3.0785655975341797,27.17530632019043,4.95320987701416,2.7726952340238795,2.759577339834584,4.432148456573486,10.741512298583984,8.29169750213623,5.365547180175781,5.529514312744141
Cartesia.ai (Sonic-3)|en,1,0.10463446,9.822765350341797,34.842323303222656,5.29154109954834,2.8326355812965427,2.7358407455577893,4.289100170135498,10.647665023803713,5.849272727966309,3.681872367858887,5.2133989334106445
Chatterbox|en,1,0.033408787,6.811807632446289,30.604896545410156,8.682555198669434,2.7508606163228557,2.7577098561584745,4.266881942749023,10.66016960144043,7.422416687011719,4.873824119567871,5.514834880828857
Chatterbox|en,1,0.030067937,8.423868179321289,31.872568130493164,8.256514549255371,2.821889418891543,2.738347202633137,4.410814762115479,10.496283531188965,7.0241780281066895,4.797184944152832,5.377925395965576
Chatterbox|en,1,0.060084254,6.854072570800781,25.758419036865234,5.410144329071045,2.863073273992467,2.7858782932563795,4.554243564605713,10.72268772125244,7.847874164581299,5.261205673217773,5.413839340209961
Chatterbox|en,1,0.05192545,-0.21499431133270264,22.849655151367188,3.2138991355895996,2.830356065952198,2.825432771053062,4.014054298400879,10.768199920654297,6.717229843139648,4.537442207336426,5.301587104797363
Chatterbox|en,1,0.048453584,10.595195770263672,23.777902603149414,2.2616658210754395,2.84152439649118,2.8394164656189367,4.299036026000977,10.858318328857422,7.556745529174805,5.222075462341309,5.313485145568848
Chatterbox|en,1,0.040892903,10.759260177612305,22.543930053710938,1.7075926065444946,2.780905787084432,2.7932684973606943,3.745553970336914,10.788493156433104,6.964914798736572,5.180333137512207,5.299209117889404
Chatterbox|en,1,0.03837584,6.31334114074707,27.504150390625,2.6663784980773926,2.770298528034245,2.7859232379241607,3.8719711303710938,10.451393127441406,6.57000732421875,4.510002136230469,5.33339786529541
Chatterbox|en,1,0.048446678,0.4073290526866913,23.731393814086914,7.6089982986450195,2.8079377425934395,2.6156628447486368,3.876964092254639,10.620100021362305,6.678245544433594,4.692315101623535,5.422752380371094
Chatterbox|en,1,0.060359426,6.749326229095459,22.935171127319336,4.113043308258057,2.7989215572996,2.808724028937505,4.250771999359131,10.855796813964844,7.076402187347412,4.575253486633301,5.345977306365967
Chatterbox|en,1,0.05885254,12.460670471191406,22.77766990661621,5.457287788391113,2.763925037552567,2.8127866988312644,4.072765350341797,10.653761863708496,7.87861442565918,5.361757278442383,5.40172290802002
Chatterbox|en,1,0.04947331,6.93977165222168,26.968544006347656,7.099578857421875,2.745903207802546,2.753745363169737,4.2543134689331055,10.73746395111084,7.067234516143799,4.719275951385498,5.408622741699219
Chatterbox|en,1,0.048782464,9.278369903564453,22.370304107666016,4.2058258056640625,2.868337032516216,2.732446583798897,4.425528526306152,10.985211372375488,6.912970066070557,4.639736652374268,5.26181697845459
Chatterbox|en,1,0.05515763,2.6756129264831543,24.624605178833008,3.1929426193237305,2.819944737780724,2.83319687071934,4.087094783782959,10.820154190063477,7.989285945892334,5.175726890563965,5.453258514404297
Chatterbox|en,1,0.031726502,6.26460075378418,23.80577278137207,5.642390251159668,2.525565975910845,2.8240873026709497,3.6895015239715576,10.537092208862305,7.441779136657715,5.310389995574951,5.416563510894775
DeepGram|en,1,0.06907033,8.414346694946289,24.141077041625977,5.826115608215332,2.889936007553052,2.891737821140528,4.400708198547363,10.711617469787598,7.261526584625244,5.181218147277832,5.442317008972168
DeepGram|en,1,0.09177024,7.171701908111572,27.418806076049805,7.75438117980957,2.7134963666388354,2.825316307631138,4.465559959411621,10.94776725769043,6.516014575958252,4.657505512237549,5.351114749908447
DeepGram|en,1,0.0583939,5.48775577545166,24.039012908935547,8.472161293029785,2.800092482953159,2.8358077119359835,4.139225959777832,10.820128440856934,6.9227399826049805,5.074485778808594,5.395212650299072
DeepGram|en,1,0.09109066,12.183414459228516,29.3421630859375,11.492000579833984,2.7127086394001947,2.7757843972107525,3.647250652313232,10.756155014038086,6.18976640701294,4.702033042907715,5.419613361358643
DeepGram|en,1,0.049448974,5.237851142883301,25.2611141204834,6.990963935852051,2.7936055622527416,2.731627804133656,3.895910501480103,10.716755867004396,6.4363694190979,4.956735610961914,5.513265609741211
DeepGram|en,1,0.098982096,4.441539287567139,32.060264587402344,7.503778457641602,2.86919056968626,2.8604629869167804,4.527510166168213,10.995527267456056,6.70482873916626,4.648699760437012,5.2929534912109375
DeepGram|en,1,0.05152858,7.743659019470215,23.077524185180664,6.969820976257324,2.7357360223182554,2.7771058203629404,4.180093765258789,10.827760696411133,7.347121715545654,4.909480094909668,5.368470668792725
DeepGram|en,1,0.049529772,4.530006408691406,27.63543128967285,6.0003814697265625,2.802499915985431,2.7501761860071543,4.028613567352295,10.852005004882812,7.038209438323975,4.371657848358154,5.411980628967285
DeepGram|en,1,0.10030596,9.75040054321289,22.817890167236328,6.901240825653076,2.68147258481762,2.732396394908096,4.119826793670654,10.902064323425291,7.458184242248535,4.97534704208374,5.437436103820801
Edge-TTS|en,1,0.066953845,3.96230411529541,33.300445556640625,7.1555585861206055,2.7512740032333016,2.86714674866749,3.9957797527313232,10.297441482543944,6.157853603363037,4.462692737579346,5.343130111694336
Edge-TTS|en,1,0.05651424,3.724597454071045,64.64136505126953,4.866067886352539,2.3042016461558954,2.411101147487621,6.571858882904053,9.462316513061523,3.1883673667907715,2.4150073528289795,4.4731526374816895
Edge-TTS|en,1,0.085407756,12.274856567382812,26.344512939453125,8.059139251708984,2.859700920132904,2.73325361167799,4.196873664855957,11.131915092468262,7.235548496246338,4.552807807922363,5.543985843658447
Edge-TTS|en,1,0.07417894,0.9271508455276489,31.521265029907227,9.00753116607666,2.8506454812108557,2.8699139244688263,4.608627796173096,10.99142837524414,6.70457124710083,4.091335773468018,5.2869648933410645
Edge-TTS|en,1,0.0928768,9.705450057983398,26.34178352355957,3.9641666412353516,2.6435940617761955,2.7853250663027933,3.5599634647369385,10.406357765197754,6.914779186248779,5.353404998779297,5.435087203979492
Edge-TTS|en,1,0.062177286,-1.250640630722046,38.892295837402344,7.498316287994385,2.7164245936904785,2.7609775186791947,4.161494255065918,9.935802459716797,4.950004577636719,4.011425971984863,5.274796009063721
Edge-TTS|en,1,0.101198174,7.277480125427246,26.345975875854492,6.248486042022705,2.78375071102249,2.7754456598056256,4.622206211090088,10.735760688781738,7.511451721191406,5.049246788024902,5.338987350463867
Edge-TTS|en,1,0.12029055,10.34060287475586,25.323646545410156,6.193901062011719,2.8522188104877912,2.887864396446404,4.324098587036133,10.736437797546388,8.381446838378906,5.713211536407471,5.473667621612549
Edge-TTS|en,1,0.06474022,5.014733791351318,45.17938995361328,4.220279693603516,2.671576917594629,2.601295059623172,5.37336015701294,10.112956047058104,5.230940341949463,3.844933271408081,5.31748104095459
FireRedTTS-2.0|en,1,0.09318172,2.256892681121826,26.28879737854004,1.604445457458496,2.836844605676825,2.791676550545216,4.075639247894287,10.613981246948242,6.403915882110596,4.4454874992370605,5.434444904327393
FireRedTTS-2.0|en,1,0.016870685,8.858467102050781,33.47222137451172,2.8977200984954834,2.8184933934566057,2.887132834872874,4.621043682098389,10.85018825531006,5.9903244972229,4.671835422515869,4.88238525390625
FireRedTTS-2.0|en,1,0.0502661,-0.5727789998054504,21.636184692382812,3.3309152126312256,2.8872264129056187,2.7943094549699667,4.139876842498779,10.86456298828125,7.717209339141846,5.5258097648620605,5.558398723602295
FireRedTTS-2.0|en,1,0.04897046,10.71004867553711,21.97724723815918,7.006319999694824,2.7832078261718194,2.8428227861049904,4.198727607727051,10.953460693359377,8.0410795211792,5.460163593292236,5.255770206451416
FireRedTTS-2.0|en,1,0.056422558,3.313532829284668,28.177644729614258,4.180525302886963,2.8532058409633723,2.705307166553675,4.353734016418457,10.45796012878418,6.282453536987305,4.655583381652832,5.450899124145508
FireRedTTS-2.0|en,1,0.03934572,-2.7209062576293945,37.06648635864258,2.154816150665283,2.9050004920788512,2.892592566566059,4.330073356628418,10.440452575683594,6.3847246170043945,4.630341529846191,5.38592529296875
FireRedTTS-2.0|en,1,0.046020184,-2.2381298542022705,23.25514793395996,6.099703788757324,2.7995112747995794,2.8791396092490804,3.916961431503296,10.69728660583496,7.106472492218018,4.520156383514404,5.363862991333008
FireRedTTS-2.0|en,1,0.05839521,11.394450187683105,22.897258758544922,2.9255998134613037,2.825626145047948,2.824194830661571,3.99094557762146,11.160375595092772,7.380669593811035,5.077210903167725,5.250160217285156
FireRedTTS-2.0|en,1,0.030644467,13.087549209594727,27.039777755737305,1.8820531368255615,2.840073691507546,2.8139632360028712,4.287729740142822,10.923501014709473,6.875316619873047,4.635474681854248,5.074755668640137
FireRedTTS-2.0|en,1,0.035078358,6.956313133239746,26.50417137145996,1.844201922416687,2.860604962497849,2.807956984933305,4.085282325744629,10.88598918914795,6.855213642120361,4.693635940551758,5.29044246673584
FireRedTTS-2.0|en,1,0.0335342,-1.903403878211975,21.148635864257812,3.182925224304199,2.7872266770908998,2.742510614985325,4.27989673614502,11.110654830932615,7.8308186531066895,5.1170854568481445,5.484055519104004
FireRedTTS-2.0|en,1,0.030708702,-3.6256613731384277,56.615386962890625,3.6831414699554443,2.799372610047049,2.7517638764035355,5.774489879608154,9.133049011230469,3.794318199157715,3.5537946224212646,5.0685906410217285
FireRedTTS-2.0|en,1,0.025786817,-7.000986099243164,51.6922721862793,4.689551830291748,2.8539728903842625,2.816490999719508,5.653740882873535,9.880049705505373,4.798531532287598,3.697291612625122,4.762317180633545
FireRedTTS-2.0|en,1,0.023149826,8.470636367797852,21.17508888244629,2.286651372909546,2.902919774728701,2.8190572339639104,3.706836700439453,10.868098258972168,7.237935066223144,5.180423259735107,5.398706912994385
FireRedTTS-2.0|en,1,0.033781543,0.25579527020454407,36.45989990234375,1.2501050233840942,2.8874521652174296,2.797227871491992,4.346791744232178,10.504512786865234,5.744241237640381,4.14192533493042,5.054750442504883
FireRedTTS-2.0|en,1,0.03446696,8.063287734985352,26.63147735595703,0.016326554119586945,2.893125508651739,2.851226861406248,4.1887526512146,11.203824996948242,7.17912483215332,4.691363334655762,5.2516045570373535
FishTTS|en,1,0.06534133,10.684743881225586,35.42807388305664,0.8295519351959229,2.7264643530033155,2.648705937800738,4.766458511352539,10.727778434753418,5.515573978424072,4.057309150695801,4.930128574371338
FishTTS|en,1,0.05915181,8.1456880569458,28.285491943359375,4.730512619018555,2.825105279705885,2.76831395066971,4.023335933685303,11.069744110107422,6.463715553283691,4.446093559265137,5.239943981170654
FishTTS|en,1,0.01780646,8.619795799255371,28.099483489990234,5.314416408538818,2.854181739841093,2.746295659448533,3.758449077606201,10.596348762512209,5.706453323364258,4.070481777191162,4.987868309020996
FishTTS|en,1,0.037107892,11.458847045898438,21.269636154174805,3.1730353832244873,2.8561850871867063,2.678003475879034,3.839301347732544,10.865914344787598,6.608084201812744,4.948460102081299,5.338955402374268
FishTTS|en,1,0.03956239,4.7177300453186035,26.82455062866211,8.246260643005371,2.8681733750116365,2.840262395741795,4.160889148712158,11.153889656066896,6.445587158203125,4.435279846191406,5.256265163421631
FishTTS|en,1,0.023596186,0.6855129599571228,24.574283599853516,3.973907470703125,2.725359359932832,2.691463010240037,3.975799083709717,10.513604164123535,5.887288093566895,4.922728538513184,5.216414451599121
FishTTS|en,1,0.060186177,7.190969467163086,25.08771324157715,4.872367858886719,2.750184075168023,2.7493260199057854,4.160449981689453,11.001547813415527,6.609298229217529,4.606938362121582,5.2731032371521
FishTTS|en,1,0.038627673,7.808429718017578,24.78657341003418,8.17772388458252,2.8834263787191383,2.813224900464177,3.9197299480438232,11.031455993652344,7.215063095092773,5.051601409912109,5.321380138397217
FishTTS|en,1,0.016463988,-1.771369457244873,22.238887786865234,2.6976802349090576,2.673712278422053,2.766812283170369,4.294284343719482,10.949374198913574,7.767918109893799,5.23969841003418,5.432750701904297
FishTTS|en,1,0.034735847,1.9443809986114502,23.67319679260254,7.363438606262207,2.641946505796353,2.7711048617578538,3.707681179046631,10.80317497253418,6.663287162780762,4.743284225463867,5.370826721191406
FishTTS|en,1,0.036630396,5.9126386642456055,25.150596618652344,7.265480995178223,2.716639375550498,2.7435302147428797,4.1300129890441895,10.840564727783203,6.940461158752441,4.893598556518555,5.350698471069336
FishTTS|en,1,0.053140882,5.528934955596924,24.362834930419922,5.275031089782715,2.735948655395969,2.7605033083857413,3.9815523624420166,10.693827629089355,6.333929061889648,4.725685119628906,5.336884498596191
FishTTS|en,1,0.039611205,7.147126197814941,27.155994415283203,6.501599311828613,2.813792314291568,2.820009420098057,4.0550642013549805,10.83349609375,6.1957197189331055,4.3703718185424805,5.244144916534424
FishTTS|en,1,0.043322086,8.009364128112793,24.20591926574707,5.696914196014404,2.836035074236973,2.7109886839240915,3.880899667739868,10.921745300292969,7.251376628875732,4.902169227600098,5.327643871307373
